query_id	hit_id	hit_acc	hit_title	hit_sci_names	hit_tax_ids	hit_super_kingdoms	hit_blast_names	pct_identity	hit_length	alignment_length	mismatches	gap_opens	query_start	query_end	hit_start	hit_end	evalue	bit_score	hit_rank	kingdom	supergroup	division	class	order	family	genus	species	uncultured	tax_organism	tax_lineage
RCC5266	gi|329024934|gb|JF698835.1|	JF698835	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P1B11 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	818	742	0	0	1	742	2	743	0	1371	6	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024956|gb|JF698857.1|	JF698857	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2C12 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	830	742	0	0	1	742	2	743	0	1371	7	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025005|gb|JF698906.1|	JF698906	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019A1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	864	742	0	0	1	742	8	749	0	1371	8	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025020|gb|JF698921.1|	JF698921	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019E3 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	760	742	0	0	1	742	1	742	0	1371	9									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025088|gb|JF698989.1|	JF698989	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_D6 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	773	742	0	0	1	742	5	746	0	1371	10									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025102|gb|JF699003.1|	JF699003	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_G6 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	770	742	0	0	1	742	12	753	0	1371	11									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025106|gb|JF699007.1|	JF699007	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_H4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	765	742	0	0	1	742	8	749	0	1371	12									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|337289602|gb|JF794042.1|	JF794042	Chaetoceros cf. socialis strain RCC1992 18S ribosomal RNA gene, partial sequence	Chaetoceros cf. socialis	1035519	Eukaryota	diatoms	100	1630	742	0	0	1	742	541	1282	0	1371	13	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis	FALSE	Chaetoceros cf. socialis	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|540355841|gb|KC771205.1|	KC771205	Uncultured marine eukaryote clone WC-13-MC1138-OTU-10 18S ribosomal RNA gene, partial sequence	uncultured marine eukaryote	203449	Eukaryota	eukaryotes	100	1794	742	0	0	1	742	630	1371	0	1371	14	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis	TRUE	uncultured marine eukaryote	cellular organisms; Eukaryota; environmental samples; 
RCC5266	gi|959096419|gb|KT860958.1|	KT860958	Chaetoceros wighamii strain RCC3007 18S ribosomal RNA gene, partial sequence	Chaetoceros wighamii	1764972	Eukaryota	diatoms	100	1648	742	0	0	1	742	554	1295	0	1371	15									FALSE	Chaetoceros wighamii	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|959096656|gb|KT861195.1|	KT861195	Chaetoceros gelidus strain RCC2271 18S ribosomal RNA gene, partial sequence	Chaetoceros gelidus	1497510	Eukaryota	diatoms	100	861	742	0	0	1	742	1	742	0	1371	16									FALSE	Chaetoceros gelidus	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|955475197|gb|KT884477.1|	KT884477	Chaetoceros gelidus isolate RCC4287 18S ribosomal RNA gene, partial sequence	Chaetoceros gelidus	1497510	Eukaryota	diatoms	100	984	742	0	0	1	742	11	752	0	1371	17									FALSE	Chaetoceros gelidus	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|955475198|gb|KT884478.1|	KT884478	Chaetoceros gelidus isolate RCC4290 18S ribosomal RNA gene, partial sequence	Chaetoceros gelidus	1497510	Eukaryota	diatoms	100	988	742	0	0	1	742	15	756	0	1371	18									FALSE	Chaetoceros gelidus	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|1111244871|gb|KX253957.1|	KX253957	Chaetoceros cf. socialis strain UNC1406 18S ribosomal RNA gene, partial sequence	Chaetoceros cf. socialis	1035519	Eukaryota	diatoms	100	1627	742	0	0	1	742	523	1264	0	1371	19									FALSE	Chaetoceros cf. socialis	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|329024912|gb|JF698813.1|	JF698813	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P2B4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	767	741	0	0	2	742	1	741	0	1369	20									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024939|gb|JF698840.1|	JF698840	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P1D11 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	818	741	0	0	2	742	1	741	0	1369	21	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024957|gb|JF698858.1|	JF698858	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2D10 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	846	741	0	0	2	742	1	741	0	1369	22	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024960|gb|JF698861.1|	JF698861	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2E11 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	856	741	0	0	2	742	1	741	0	1369	23	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025108|gb|JF699009.1|	JF699009	Uncultured Chaetoceros clone MALINA_St320_3m_Nano_ES069_A3 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	809	741	0	0	2	742	1	741	0	1369	24	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024959|gb|JF698860.1|	JF698860	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2D9 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	765	739	0	0	4	742	1	739	0	1365	25									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024906|gb|JF698807.1|	JF698807	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P1H1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	739	738	0	0	1	738	2	739	0	1363	26									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024918|gb|JF698819.1|	JF698819	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P2E4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	785	738	0	0	5	742	1	738	0	1363	27									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024966|gb|JF698867.1|	JF698867	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2H9 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	738	737	0	0	1	737	2	738	0	1362	28									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025011|gb|JF698912.1|	JF698912	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019C2 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	800	734	0	0	9	742	1	734	0	1356	29	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024963|gb|JF698864.1|	JF698864	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2G10 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	810	733	0	0	10	742	1	733	0	1354	30	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024921|gb|JF698822.1|	JF698822	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P2F2 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	808	732	0	0	11	742	1	732	0	1352	31	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|959096657|gb|KT861196.1|	KT861196	Chaetoceros gelidus strain RCC1994 18S ribosomal RNA gene, partial sequence	Chaetoceros gelidus	1497510	Eukaryota	diatoms	100	808	729	0	0	14	742	1	729	0	1347	32									FALSE	Chaetoceros gelidus	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|329024964|gb|JF698865.1|	JF698865	Uncultured Chaetoceros clone MALINA_St390_3m_Pico_P2G11 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	844	726	0	0	17	742	1	726	0	1341	33	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|955475185|gb|KT884465.1|	KT884465	Chaetoceros gelidus isolate RCC4292 18S ribosomal RNA gene, partial sequence	Chaetoceros gelidus	1497510	Eukaryota	diatoms	100	696	686	0	0	1	686	11	696	0	1267	34									FALSE	Chaetoceros gelidus	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; 
RCC5266	gi|329024890|gb|JF698791.1|	JF698791	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P1A1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	100	761	53	0	0	1	53	8	60	2.27e-16	99	35									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|304441710|gb|HM561219.1|	HM561219	Uncultured stramenopile clone CFL133R11 18S ribosomal RNA gene, partial sequence	uncultured stramenopile	152704	Eukaryota	eukaryotes	99.865	987	742	1	0	1	742	211	952	0	1365	36	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured stramenopile	cellular organisms; Eukaryota; Stramenopiles; environmental samples; 
RCC5266	gi|336318096|gb|HM581776.1|	HM581776	Uncultured marine eukaryote clone CNCIII51_21 18S ribosomal RNA gene, partial sequence	uncultured marine eukaryote	203449	Eukaryota	eukaryotes	99.865	1778	742	1	0	1	742	628	1369	0	1365	37	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp.	TRUE	uncultured marine eukaryote	cellular organisms; Eukaryota; environmental samples; 
RCC5266	gi|336318098|gb|HM581778.1|	HM581778	Uncultured marine eukaryote clone CNCIII51_7 18S ribosomal RNA gene, partial sequence	uncultured marine eukaryote	203449	Eukaryota	eukaryotes	99.865	1778	742	1	0	1	742	628	1369	0	1365	38	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis	TRUE	uncultured marine eukaryote	cellular organisms; Eukaryota; environmental samples; 
RCC5266	gi|329024841|gb|JF698742.1|	JF698742	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_ES018_P2B2 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	1616	742	1	0	1	742	543	1284	0	1365	39	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024843|gb|JF698744.1|	JF698744	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019ES019_A2 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	1641	742	1	0	1	742	551	1292	0	1365	40	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024896|gb|JF698797.1|	JF698797	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P1C2 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	767	742	1	0	1	742	2	743	0	1365	41									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024900|gb|JF698801.1|	JF698801	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P1D5 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	778	742	1	0	1	742	2	743	0	1365	42									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329024904|gb|JF698805.1|	JF698805	Uncultured Chaetoceros clone MALINA_St390_30m_Pico_P1F4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	798	742	1	0	1	742	2	743	0	1365	43									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025006|gb|JF698907.1|	JF698907	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019A3 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	800	742	1	0	1	742	4	745	0	1365	44	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025007|gb|JF698908.1|	JF698908	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019A4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	821	742	1	0	1	742	4	745	0	1365	45	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025012|gb|JF698913.1|	JF698913	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019C3 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	826	742	1	0	1	742	9	750	0	1365	46	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025014|gb|JF698915.1|	JF698915	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019D1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	772	742	1	0	1	742	4	745	0	1365	47									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025016|gb|JF698917.1|	JF698917	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019D3 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	824	742	1	0	1	742	6	747	0	1365	48	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025026|gb|JF698927.1|	JF698927	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019G1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	854	742	1	0	1	742	7	748	0	1365	49	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025072|gb|JF698973.1|	JF698973	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_A7 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	814	742	1	0	1	742	7	748	0	1365	50	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025085|gb|JF698986.1|	JF698986	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_D1 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	752	742	1	0	1	742	5	746	0	1365	51									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025100|gb|JF699001.1|	JF699001	Uncultured Chaetoceros clone MALINA_St320_70m_Nano_ES065_G4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	766	742	1	0	1	742	9	750	0	1365	52									TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
RCC5266	gi|329025017|gb|JF698918.1|	JF698918	Uncultured Chaetoceros clone MALINA_St390_30m_Nano_ES019D4 18S ribosomal RNA gene, partial sequence	uncultured Chaetoceros	941234	Eukaryota	diatoms	99.865	848	741	1	0	2	742	1	741	0	1363	53	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp.	TRUE	uncultured Chaetoceros	cellular organisms; Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Chaetocerotophycidae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; environmental samples; 
